1, State-gov,77516, Bachelors,13, Adm-clerical,2174,0,40, <=50K
11900, Private,167140, Masters,14, Exec-managerial,0,0,40, <=50K
11901, Private,236543, 12th,8, Protective-serv,0,0,54, <=50K
11902, Private,214242, HS-grad,9, Machine-op-inspct,0,0,50, <=50K
11903, Private,216864, HS-grad,9, Other-service,0,3770,45, <=50K
11904, Private,245211, HS-grad,9, Craft-repair,2036,0,30, <=50K
11905, Private,437727, Masters,14, Prof-specialty,0,1977,45, >50K
11906, Private,200418, 5th-6th,3, Transport-moving,0,0,40, <=50K
11907, Local-gov,167334, Masters,14, Prof-specialty,0,0,50, >50K
11908, Private,146834, HS-grad,9, Transport-moving,0,0,45, <=50K
11909, Private,78424, Assoc-voc,11, Sales,0,0,54, <=50K
11910, Private,182675, Some-college,10, Exec-managerial,0,0,45, >50K
11911, Self-emp-not-inc,38079, Some-college,10, Farming-fishing,0,0,55, <=50K
11912, Private,115178, Bachelors,13, Prof-specialty,0,0,15, <=50K
11913, Private,195949, HS-grad,9, Craft-repair,0,0,40, <=50K
11914, Private,167415, HS-grad,9, Sales,0,0,50, <=50K
11915, Private,223214, HS-grad,9, Sales,0,0,50, <=50K
11916, Private,22245, Bachelors,13, Prof-specialty,0,0,60, <=50K
11917, State-gov,81853, Some-college,10, Adm-clerical,0,0,40, >50K
11918, Private,147921, Assoc-voc,11, Adm-clerical,0,0,46, <=50K
11919, Private,29261, HS-grad,9, Craft-repair,0,0,40, >50K
11920, Private,257758, Doctorate,16, Prof-specialty,0,0,40, >50K
11921, State-gov,136546, Doctorate,16, Prof-specialty,0,1902,40, >50K
11922, Private,205493, HS-grad,9, Exec-managerial,0,0,60, >50K
11923, Private,71650, HS-grad,9, Farming-fishing,0,0,40, <=50K
11924, Private,150217, Some-college,10, Sales,0,0,38, <=50K
11925, Self-emp-inc,258648, 10th,6, Transport-moving,0,0,40, <=50K
11926, Private,114798, 10th,6, Other-service,0,0,20, <=50K
11927, Private,186188, Some-college,10, Adm-clerical,0,0,40, <=50K
11928, Local-gov,175255, HS-grad,9, Other-service,0,0,35, <=50K
11929, Private,249935, Bachelors,13, Farming-fishing,0,0,60, <=50K
11930, Private,120277, Masters,14, Exec-managerial,0,0,38, >50K
11931, Private,193165, Some-college,10, Transport-moving,0,0,52, >50K
11932, Private,185027, Assoc-acdm,12, Craft-repair,0,1887,40, >50K
11933, Private,221418, HS-grad,9, Other-service,0,0,40, <=50K
11934, Federal-gov,56063, Bachelors,13, Sales,0,0,60, <=50K
11935, Private,153927, HS-grad,9, Craft-repair,0,0,40, <=50K
11936, State-gov,163110, Bachelors,13, Prof-specialty,0,0,20, <=50K
11937, Self-emp-inc,175696, HS-grad,9, Sales,0,0,51, <=50K
11938, Private,143189, 5th-6th,3, Machine-op-inspct,0,0,40, <=50K
11939, ?,114969, HS-grad,9, ?,0,0,40, <=50K
11940, State-gov,32778, HS-grad,9, Exec-managerial,0,0,40, <=50K
11941, Private,150683, Some-college,10, Exec-managerial,0,0,40, <=50K
11942, Self-emp-inc,78104, HS-grad,9, Exec-managerial,0,0,45, <=50K
11943, Private,335005, Some-college,10, Protective-serv,3137,0,40, <=50K
11944, Local-gov,311551, Masters,14, Prof-specialty,7688,0,50, >50K
11945, Self-emp-not-inc,201520, HS-grad,9, Craft-repair,0,0,45, <=50K
11946, Private,124111, HS-grad,9, Other-service,0,0,38, <=50K
11947, Private,166386, 11th,7, Machine-op-inspct,0,0,30, <=50K
11948, State-gov,117471, HS-grad,9, Adm-clerical,0,0,40, <=50K
11949, Private,361307, Bachelors,13, Sales,0,0,40, <=50K
11950, Private,142038, HS-grad,9, Craft-repair,0,0,45, <=50K
11951, Private,276552, HS-grad,9, Craft-repair,0,0,40, <=50K
11952, Private,50402, Some-college,10, Machine-op-inspct,0,0,40, <=50K
11953, Self-emp-not-inc,174090, HS-grad,9, Adm-clerical,0,0,20, >50K
11954, Private,277760, HS-grad,9, Exec-managerial,0,0,40, <=50K
11955, Private,24243, HS-grad,9, Craft-repair,0,1590,40, <=50K
11956, Self-emp-inc,151089, HS-grad,9, Exec-managerial,0,1887,70, >50K
11957, Self-emp-not-inc,165278, HS-grad,9, Transport-moving,0,0,22, <=50K
11958, Private,182752, Some-college,10, Adm-clerical,0,0,40, >50K
11959, Private,173002, HS-grad,9, Adm-clerical,0,0,40, <=50K
11960, Private,261232, 11th,7, Farming-fishing,0,0,40, <=50K
11961, Private,164607, Bachelors,13, Other-service,0,0,40, <=50K
11962, Self-emp-not-inc,129573, Masters,14, Prof-specialty,0,0,40, >50K
11963, Federal-gov,36186, Bachelors,13, Prof-specialty,0,0,40, >50K
11964, Private,325744, HS-grad,9, Craft-repair,0,0,40, <=50K
11965, Self-emp-inc,329793, Bachelors,13, Exec-managerial,0,0,45, >50K
11966, Private,133616, Some-college,10, Adm-clerical,0,0,40, <=50K
11967, Private,83401, 5th-6th,3, Machine-op-inspct,0,0,40, <=50K
11968, Private,239880, HS-grad,9, Adm-clerical,0,0,8, <=50K
11969, Private,201737, Some-college,10, Adm-clerical,0,0,40, <=50K
11970, Private,192182, Some-college,10, Machine-op-inspct,7298,0,40, >50K
11971, Private,143540, HS-grad,9, Craft-repair,0,0,40, <=50K
11972, Private,28334, HS-grad,9, Transport-moving,0,0,40, <=50K
11973, Private,245873, Some-college,10, Adm-clerical,0,0,40, <=50K
11974, Local-gov,199095, Assoc-voc,11, Prof-specialty,0,0,40, <=50K
11975, Private,104461, Bachelors,13, Other-service,8614,0,50, >50K
11976, Local-gov,183923, Masters,14, Prof-specialty,7688,0,35, >50K
11977, Private,129707, Bachelors,13, Prof-specialty,99999,0,35, >50K
11978, Local-gov,575442, Some-college,10, Craft-repair,0,0,40, <=50K
11979, State-gov,184682, Assoc-acdm,12, Other-service,0,0,40, <=50K
11980, Private,69251, HS-grad,9, Transport-moving,0,0,40, >50K
11981, Private,225507, Assoc-voc,11, Other-service,0,0,40, <=50K
11982, Private,167515, Some-college,10, Prof-specialty,0,1977,50, >50K
11983, Private,407068, 1st-4th,2, Other-service,0,0,40, <=50K
11984, Private,170019, HS-grad,9, Other-service,0,0,40, <=50K
11985, Local-gov,125892, Some-college,10, Protective-serv,0,0,40, >50K
11986, Local-gov,35824, Masters,14, Prof-specialty,0,0,40, >50K
11987, Private,67083, HS-grad,9, Other-service,0,0,40, <=50K
11988, Private,107801, Bachelors,13, Adm-clerical,0,0,20, <=50K
11989, Self-emp-not-inc,95577, HS-grad,9, Other-service,0,0,12, <=50K
11990, Private,118536, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
11991, Private,198078, HS-grad,9, Transport-moving,0,0,40, >50K
11992, Private,78261, Prof-school,15, Prof-specialty,0,0,50, <=50K
11993, Private,234108, HS-grad,9, Sales,0,0,40, <=50K
11994, Local-gov,241998, Bachelors,13, Prof-specialty,0,1672,50, <=50K
11995, Private,92717, HS-grad,9, Other-service,0,0,40, <=50K
11996, Private,257683, Bachelors,13, Prof-specialty,0,0,40, <=50K
11997, Private,40388, Bachelors,13, Exec-managerial,0,0,55, <=50K
11998, Private,55424, Bachelors,13, Exec-managerial,0,0,40, <=50K
11999, Private,169600, Some-college,10, Prof-specialty,2176,0,12, <=50K
12000, Local-gov,319271, Masters,14, Exec-managerial,0,0,60, >50K
12001, Self-emp-not-inc,75050, Assoc-voc,11, Craft-repair,0,0,55, <=50K
12002, Private,182896, HS-grad,9, Craft-repair,0,0,40, <=50K
12003, Private,188274, HS-grad,9, Transport-moving,0,0,40, <=50K
12004, Private,211497, Some-college,10, Exec-managerial,0,0,40, <=50K
12005, Private,113806, 12th,8, Craft-repair,7298,0,40, >50K
12006, Local-gov,172246, Masters,14, Prof-specialty,0,0,60, >50K
12007, Local-gov,219962, Assoc-voc,11, Craft-repair,0,0,40, <=50K
12008, ?,186815, Masters,14, ?,0,0,50, <=50K
12009, ?,132749, Bachelors,13, ?,0,0,80, <=50K
12010, Private,209801, 9th,5, Machine-op-inspct,0,0,40, <=50K
12011, State-gov,178517, Some-college,10, Farming-fishing,0,0,40, <=50K
12012, Private,169364, Some-college,10, Handlers-cleaners,0,0,40, <=50K
12013, Federal-gov,164707, HS-grad,9, Adm-clerical,0,0,40, >50K
12014, Private,144084, 10th,6, Other-service,0,0,40, <=50K
12015, Local-gov,133692, Bachelors,13, Protective-serv,0,0,40, <=50K
12016, Private,184169, Masters,14, Prof-specialty,7688,0,35, >50K
12017, Self-emp-inc,145290, HS-grad,9, Other-service,0,0,40, >50K
12018, Local-gov,24824, HS-grad,9, Craft-repair,0,0,40, <=50K
12019, Private,178319, Doctorate,16, Prof-specialty,7688,0,50, >50K
12020, Private,235829, Some-college,10, Adm-clerical,0,0,40, <=50K
12021, ?,196280, Some-college,10, ?,0,0,20, <=50K
12022, Self-emp-not-inc,54202, Prof-school,15, Prof-specialty,0,0,50, >50K
12023, Private,220237, Bachelors,13, Exec-managerial,5178,0,40, >50K
12024, Private,59146, Bachelors,13, Exec-managerial,0,0,40, <=50K
12025, Private,64148, Some-college,10, Other-service,0,0,41, <=50K
12026, Private,196621, HS-grad,9, Tech-support,0,0,37, <=50K
12027, Private,195668, 10th,6, Other-service,0,0,35, >50K
12028, State-gov,263000, Assoc-voc,11, Protective-serv,0,0,38, <=50K
12029, Private,554986, Some-college,10, Exec-managerial,0,0,40, <=50K
12030, ?,108211, 7th-8th,4, ?,0,0,40, <=50K
12031, Private,217654, Some-college,10, Handlers-cleaners,0,0,40, >50K
12032, Private,139671, Bachelors,13, Prof-specialty,0,1902,40, >50K
12033, Private,102771, 7th-8th,4, Handlers-cleaners,0,0,40, <=50K
12034, Private,213019, HS-grad,9, Sales,0,0,30, <=50K
12035, Private,228493, Some-college,10, Sales,0,0,48, <=50K
12036, Self-emp-not-inc,22907, 7th-8th,4, Farming-fishing,0,0,40, <=50K
12037, Private,24364, Some-college,10, Other-service,0,0,30, <=50K
12038, Federal-gov,41432, Bachelors,13, Prof-specialty,0,0,15, <=50K
12039, Private,235259, Some-college,10, Adm-clerical,0,0,40, <=50K
12040, Private,343476, HS-grad,9, Craft-repair,0,0,30, <=50K
12041, Private,326886, HS-grad,9, Transport-moving,0,0,40, <=50K
12042, Private,248313, Assoc-voc,11, Adm-clerical,0,0,40, <=50K
12043, Self-emp-not-inc,30290, HS-grad,9, Other-service,0,0,40, <=50K
12044, Private,188540, HS-grad,9, Exec-managerial,0,0,45, <=50K
12045, Private,237943, Bachelors,13, Sales,0,0,30, >50K
12046, Private,198870, Bachelors,13, Adm-clerical,0,0,35, <=50K
12047, Private,233980, 11th,7, Transport-moving,0,0,40, <=50K
12048, Private,171090, 9th,5, Machine-op-inspct,0,0,48, <=50K
12049, Private,353039, HS-grad,9, Craft-repair,0,0,36, <=50K
12050, Federal-gov,213140, Masters,14, Exec-managerial,0,1977,40, >50K
12051, Private,188136, Bachelors,13, Sales,0,1408,38, <=50K
12052, Private,130057, Assoc-acdm,12, Craft-repair,0,0,45, <=50K
12053, State-gov,345339, Bachelors,13, Exec-managerial,0,0,40, <=50K
12054, Private,182074, Some-college,10, Adm-clerical,0,0,45, <=50K
12055, Local-gov,176557, Masters,14, Prof-specialty,0,0,50, <=50K
12056, State-gov,71630, HS-grad,9, Adm-clerical,0,1617,40, <=50K
12057, Private,159849, 11th,7, Protective-serv,0,0,30, <=50K
12058, Private,183425, Some-college,10, Handlers-cleaners,0,0,40, <=50K
12059, Self-emp-not-inc,125933, Prof-school,15, Prof-specialty,0,0,55, >50K
12060, Local-gov,180123, HS-grad,9, Farming-fishing,0,0,40, <=50K
12061, Private,592930, HS-grad,9, Transport-moving,0,0,50, >50K
12062, Private,183802, HS-grad,9, Transport-moving,0,0,55, <=50K
12063, Private,77005, Masters,14, Prof-specialty,99999,0,40, >50K
12064, Private,80914, 5th-6th,3, Machine-op-inspct,0,0,45, <=50K
12065, Self-emp-inc,165667, HS-grad,9, Exec-managerial,0,0,40, <=50K
12066, Private,123991, Some-college,10, Handlers-cleaners,0,0,20, <=50K
12067, Self-emp-inc,181307, HS-grad,9, Craft-repair,0,0,60, >50K
12068, Private,124137, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
12069, ?,137363, Some-college,10, ?,0,0,4, <=50K
12070, Private,291979, HS-grad,9, Sales,0,0,20, <=50K
12071, Private,91251, HS-grad,9, Other-service,0,0,40, <=50K
12072, Federal-gov,148153, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
12073, Private,131463, 10th,6, Other-service,0,0,33, <=50K
12074, State-gov,127651, HS-grad,9, Protective-serv,0,0,40, <=50K
12075, Self-emp-inc,239018, Doctorate,16, Prof-specialty,0,0,60, <=50K
12076, Private,276087, Assoc-voc,11, Other-service,0,0,26, <=50K
12077, Private,386877, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
12078, Private,210464, HS-grad,9, Adm-clerical,0,0,35, <=50K
12079, Private,632834, HS-grad,9, Craft-repair,0,0,40, <=50K
12080, Private,245465, Assoc-acdm,12, Sales,0,0,30, <=50K
12081, Private,198087, HS-grad,9, Sales,0,0,30, <=50K
12082, Private,27408, HS-grad,9, Sales,0,0,50, <=50K
12083, Private,242713, HS-grad,9, Adm-clerical,0,0,40, <=50K
12084, Private,314727, HS-grad,9, Craft-repair,0,0,35, >50K
12085, State-gov,269733, Assoc-voc,11, Craft-repair,0,0,40, <=50K
12086, Private,177287, 12th,8, Other-service,0,0,38, <=50K
12087, Private,167711, HS-grad,9, Sales,0,0,40, >50K
12088, Private,112181, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
12089, Private,339002, HS-grad,9, Transport-moving,0,0,20, <=50K
12090, State-gov,24721, Some-college,10, Adm-clerical,0,0,35, <=50K
12091, Self-emp-not-inc,37092, Assoc-voc,11, Farming-fishing,0,0,25, <=50K
12092, Private,216563, Some-college,10, Other-service,0,0,20, <=50K
12093, Private,204447, HS-grad,9, Machine-op-inspct,4386,0,40, >50K
12094, ?,151153, Some-college,10, ?,99999,0,50, >50K
12095, Private,187089, Some-college,10, Sales,0,0,40, <=50K
12096, Private,423052, HS-grad,9, Machine-op-inspct,0,0,30, <=50K
12097, Private,169180, 7th-8th,4, Machine-op-inspct,0,0,40, <=50K
12098, Private,104981, Some-college,10, Prof-specialty,0,0,48, <=50K
12099, ?,120074, HS-grad,9, ?,0,0,30, <=50K
12100, Private,269323, HS-grad,9, Adm-clerical,0,0,40, >50K
12101, Private,141549, HS-grad,9, Craft-repair,0,0,40, <=50K
12102, Private,214858, 10th,6, Craft-repair,0,0,55, <=50K
12103, Private,173524, HS-grad,9, Adm-clerical,0,0,40, <=50K
12104, Local-gov,365049, Some-college,10, Prof-specialty,0,0,40, <=50K
12105, Private,60355, HS-grad,9, Adm-clerical,0,0,40, <=50K
12106, Private,86808, HS-grad,9, Adm-clerical,0,0,40, <=50K
12107, State-gov,174171, Some-college,10, Tech-support,0,0,12, <=50K
12108, Federal-gov,504951, Assoc-acdm,12, Protective-serv,0,0,50, <=50K
12109, Private,294064, Masters,14, Exec-managerial,0,0,50, <=50K
12110, Private,120131, Bachelors,13, Other-service,0,0,30, >50K
12111, Private,199058, Masters,14, Exec-managerial,0,0,40, >50K
12112, Private,152328, Some-college,10, Exec-managerial,0,0,40, <=50K
12113, Federal-gov,88564, 7th-8th,4, Handlers-cleaners,0,0,40, <=50K
12114, Private,95113, HS-grad,9, Exec-managerial,0,0,37, >50K
12115, Private,247558, Prof-school,15, Prof-specialty,5178,0,60, >50K
12116, Private,178421, Bachelors,13, Other-service,0,0,20, <=50K
12117, Private,484861, Some-college,10, Craft-repair,4064,0,38, <=50K
12118, Local-gov,225291, Assoc-acdm,12, Prof-specialty,0,0,40, <=50K
12119, Private,205735, 1st-4th,2, Machine-op-inspct,0,0,40, <=50K
12120, Self-emp-not-inc,58898, Some-college,10, Craft-repair,0,1579,48, <=50K
12121, Private,355468, HS-grad,9, Sales,0,1887,46, >50K
12122, Self-emp-not-inc,184362, HS-grad,9, Sales,0,0,25, <=50K
12123, Private,347513, Some-college,10, Adm-clerical,0,0,40, <=50K
12124, Private,138768, Some-college,10, Sales,0,0,40, <=50K
12125, Private,29810, Some-college,10, Prof-specialty,0,0,40, <=50K
12126, Private,126501, Some-college,10, Craft-repair,0,0,40, <=50K
12127, Private,60783, 10th,6, Craft-repair,0,0,15, <=50K
12128, Private,179772, Bachelors,13, Exec-managerial,0,0,45, <=50K
12129, Self-emp-inc,281911, HS-grad,9, Craft-repair,0,0,48, <=50K
12130, Private,70447, HS-grad,9, Transport-moving,0,0,40, <=50K
12131, ?,449576, 5th-6th,3, ?,0,0,48, <=50K
12132, Private,327964, 9th,5, Machine-op-inspct,0,0,40, <=50K
12133, Private,496538, HS-grad,9, Adm-clerical,6360,0,40, <=50K
12134, Self-emp-not-inc,153066, HS-grad,9, Craft-repair,0,0,60, >50K
12135, State-gov,77651, HS-grad,9, Craft-repair,0,0,40, <=50K
12136, Private,119493, Some-college,10, Exec-managerial,0,0,40, <=50K
12137, Private,256240, HS-grad,9, Other-service,0,0,30, <=50K
12138, Private,177374, HS-grad,9, Adm-clerical,1848,0,12, <=50K
12139, Local-gov,37848, HS-grad,9, Other-service,0,0,25, <=50K
12140, Private,129336, Masters,14, Adm-clerical,0,0,45, >50K
12141, Private,183511, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
12142, Self-emp-inc,120131, Prof-school,15, Prof-specialty,99999,0,60, >50K
12143, Private,190508, Some-college,10, Transport-moving,0,0,35, <=50K
12144, Private,363130, Some-college,10, Exec-managerial,0,0,40, >50K
12145, Private,240356, Some-college,10, Sales,0,0,55, <=50K
12146, Private,133166, HS-grad,9, Exec-managerial,0,0,5, <=50K
12147, Private,32916, Some-college,10, Exec-managerial,0,0,45, <=50K
12148, Private,117477, 10th,6, Other-service,0,0,40, <=50K
12149, Private,34748, HS-grad,9, Adm-clerical,0,1887,20, >50K
12150, Private,459463, 12th,8, Other-service,0,0,50, <=50K
12151, Private,95989, Some-college,10, Other-service,0,0,30, <=50K
12152, Private,118088, HS-grad,9, Craft-repair,0,0,40, <=50K
12153, Private,150570, Bachelors,13, Prof-specialty,3103,0,43, >50K
12154, ?,505438, HS-grad,9, ?,0,0,30, <=50K
12155, Private,179731, HS-grad,9, Other-service,0,0,35, <=50K
12156, Private,122109, HS-grad,9, Adm-clerical,0,1876,38, <=50K
12157, Local-gov,163942, Some-college,10, Protective-serv,0,0,40, <=50K
12158, Private,106670, Bachelors,13, Prof-specialty,0,0,40, >50K
12159, Private,123403, HS-grad,9, Adm-clerical,0,0,40, <=50K
12160, Self-emp-inc,119986, Bachelors,13, Sales,0,0,50, <=50K
12161, Private,66622, Some-college,10, Other-service,0,0,25, <=50K
12162, ?,40060, Some-college,10, ?,0,0,56, <=50K
12163, Private,260578, HS-grad,9, Exec-managerial,0,0,40, >50K
12164, Local-gov,96076, Assoc-voc,11, Exec-managerial,0,0,40, >50K
12165, Private,70604, HS-grad,9, Handlers-cleaners,0,0,38, <=50K
12166, Self-emp-not-inc,230329, Some-college,10, Prof-specialty,0,1564,12, >50K
12167, Private,49715, HS-grad,9, Transport-moving,0,0,40, <=50K
12168, Private,116531, HS-grad,9, Adm-clerical,0,0,40, <=50K
12169, Federal-gov,214542, Some-college,10, Handlers-cleaners,0,0,40, <=50K
12170, Local-gov,335005, Bachelors,13, Prof-specialty,0,0,35, <=50K
12171, Private,258633, Some-college,10, Other-service,0,0,30, <=50K
12172, Private,203240, Assoc-acdm,12, Adm-clerical,0,0,30, <=50K
12173, Private,104457, Bachelors,13, Machine-op-inspct,0,0,40, <=50K
12174, Local-gov,99131, HS-grad,9, Prof-specialty,0,2246,40, >50K
12175, State-gov,125796, Masters,14, Prof-specialty,0,1848,40, >50K
12176, ?,479482, Some-college,10, ?,0,0,40, <=50K
12177, Private,167790, HS-grad,9, Adm-clerical,0,0,40, <=50K
12178, Private,133758, HS-grad,9, Exec-managerial,0,1974,40, <=50K
12179, Private,106843, 10th,6, Craft-repair,0,0,30, <=50K
12180, Private,117959, HS-grad,9, Handlers-cleaners,4386,0,40, >50K
12181, Private,174921, Bachelors,13, Sales,0,0,40, <=50K
12182, Private,134152, HS-grad,9, Machine-op-inspct,0,0,45, <=50K
12183, Private,99364, 9th,5, Machine-op-inspct,0,0,40, <=50K
12184, Local-gov,155905, Masters,14, Prof-specialty,0,0,60, <=50K
12185, Private,467108, Bachelors,13, Prof-specialty,0,0,45, <=50K
12186, Self-emp-not-inc,304622, Bachelors,13, Prof-specialty,0,0,50, <=50K
12187, Private,198692, Some-college,10, Adm-clerical,5178,0,60, >50K
12188, Private,178050, HS-grad,9, Other-service,0,0,38, <=50K
12189, Private,162687, 12th,8, Craft-repair,0,0,40, >50K
12190, Private,113151, Bachelors,13, Sales,0,0,55, <=50K
12191, Private,158924, HS-grad,9, Adm-clerical,0,0,40, >50K
12192, Self-emp-not-inc,141795, Some-college,10, Exec-managerial,0,0,30, <=50K
12193, Self-emp-not-inc,33404, HS-grad,9, Craft-repair,0,0,65, >50K
12194, Self-emp-inc,178771, HS-grad,9, Exec-managerial,0,0,40, <=50K
12195, Private,168553, HS-grad,9, Craft-repair,0,1977,40, >50K
12196, Private,110648, Bachelors,13, Tech-support,0,0,40, <=50K
12197, Private,151053, Some-college,10, Craft-repair,0,0,40, <=50K
12198, Self-emp-not-inc,142871, Some-college,10, Sales,0,0,50, <=50K
12199, ?,343161, 11th,7, ?,0,0,16, <=50K
12200, Private,183523, Bachelors,13, Exec-managerial,0,0,45, <=50K
12201, Self-emp-not-inc,222216, Some-college,10, Exec-managerial,0,0,60, <=50K
12202, Private,121874, Some-college,10, Sales,0,0,55, >50K
12203, Private,467108, Masters,14, Prof-specialty,0,0,44, >50K
12204, Private,34393, Some-college,10, Adm-clerical,0,0,40, <=50K
12205, Federal-gov,42003, Some-college,10, Adm-clerical,0,0,40, >50K
12206, Private,180418, HS-grad,9, Transport-moving,0,0,40, >50K
12207, Self-emp-not-inc,199590, HS-grad,9, Craft-repair,0,0,50, <=50K
12208, Private,144949, Masters,14, Prof-specialty,15024,0,40, >50K
12209, Private,155594, Assoc-acdm,12, Machine-op-inspct,0,0,50, >50K
12210, Self-emp-not-inc,162576, 7th-8th,4, Tech-support,0,0,99, <=50K
